"","kegg.name","id","grpvar","EMO","MEM","MMO","KO","names","Pathway","Bamboo","Larval food","BvL","sBvL","food_indicator"
"14","K00672_formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]","K00672","variable:Microbe_treatment",-0.112926640258379,0.0291361893789054,-0.24094254472429,"K00672","formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]","Metabolism; Energy metabolism; Methane metabolism",0.608805342944845,-0.805969783361988,1.41477512630683,1.95309087460781,"Bamboo"
"15","K00709_histo-blood group ABO system transferase [EC:2.4.1.40 2.4.1.37]","K00709","variable:Microbe_treatment",-0.0136785263568512,0.0659236639004261,-0.251358873473555,"K00709","histo-blood group ABO system transferase [EC:2.4.1.40 2.4.1.37]","Metabolism; Glycan biosynthesis and metabolism; Glycosphingolipid biosynthesis - lacto and neolacto series | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",1.02015769276661,-1.14105131569831,2.16120900846492,2.98557576619059,"Bamboo"
"16","K00720_ceramide glucosyltransferase [EC:2.4.1.80]","K00720","variable:Microbe_treatment",0.0708299272639468,0.144845086587595,-0.254650151699384,"K00720","ceramide glucosyltransferase [EC:2.4.1.80]","Metabolism; Lipid metabolism; Sphingolipid metabolism | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters",0.998400629554196,-1.02206472081681,2.02046535037101,2.79089582997451,"Bamboo"
"17","K00729_dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]","K00729","variable:Microbe_treatment",0.500453842368132,0.279414072577536,-1.0223599925581,"K00729","dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]","Metabolism; Glycan biosynthesis and metabolism; N-Glycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",0.622713094735639,-0.76994425213359,1.39265734686923,1.92249704218603,"Bamboo"
"18","K00838_aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]","K00838","variable:Microbe_treatment",-1.25484199979023,0.082470264337705,0.85573812015015,"K00838","aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]","Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Metabolism; Amino acid metabolism; Lysine biosynthesis | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Ubiquinone and other terpenoid-quinone biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Isoquinoline alkaloid biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Tropane, piperidine and pyridine alkaloid biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Novobiocin biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes",0.736487420765682,-0.928734252542906,1.66522167330859,2.29951442545303,"Bamboo"
"19","K01049_acetylcholinesterase [EC:3.1.1.7]","K01049","variable:Microbe_treatment",0.414292680545038,0.104879549843423,-0.903020120624264,"K01049","acetylcholinesterase [EC:3.1.1.7]","Metabolism; Lipid metabolism; Glycerophospholipid metabolism | Organismal Systems; Nervous system; Cholinergic synapse | Brite Hierarchies; Protein families: signaling and cellular processes; Glycosylphosphatidylinositol (GPI)-anchored proteins",0.51898121009665,-0.752037768894846,1.2710189789915,1.75424399248865,"Bamboo"
"20","K01117_sphingomyelin phosphodiesterase [EC:3.1.4.12]","K01117","variable:Microbe_treatment",0.626459630532914,0.562391147194252,-1.409075812264,"K01117","sphingomyelin phosphodiesterase [EC:3.1.4.12]","Metabolism; Lipid metabolism; Sphingolipid metabolism",0.627927945790036,-0.761639475841275,1.38956742163131,1.91822298496471,"Bamboo"
"21","K01127_glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50]","K01127","variable:Microbe_treatment",-0.351587899979219,0.177673419280946,-0.10803943394327,"K01127","glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50]","Metabolism; Glycan biosynthesis and metabolism; Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0.683206159065524,-0.85439691133375,1.53760307039927,2.12298937408772,"Bamboo"
"22","K01135_arylsulfatase B [EC:3.1.6.12]","K01135","variable:Microbe_treatment",0.800868060132645,0.731558731509754,-1.63018747225285,"K01135","arylsulfatase B [EC:3.1.6.12]","Metabolism; Glycan biosynthesis and metabolism; Glycosaminoglycan degradation | Cellular Processes; Transport and catabolism; Lysosome",0.69942604921208,-0.758782290026235,1.45820833923832,2.01316871568196,"Bamboo"
"23","K01137_N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]","K01137","variable:Microbe_treatment",0.810794440193771,0.797379593384501,-1.58461929527774,"K01137","N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]","Metabolism; Glycan biosynthesis and metabolism; Glycosaminoglycan degradation | Cellular Processes; Transport and catabolism; Lysosome",0.492953573230771,-0.478652110616657,0.971605683847428,1.34008848459359,"Bamboo"
"24","K01204_alpha-N-acetylgalactosaminidase [EC:3.2.1.49]","K01204","variable:Microbe_treatment",-0.0380524876071269,0.235842138416133,-0.489886351714435,"K01204","alpha-N-acetylgalactosaminidase [EC:3.2.1.49]","Metabolism; Glycan biosynthesis and metabolism; Glycosphingolipid biosynthesis - globo and isoglobo series | Cellular Processes; Transport and catabolism; Lysosome",0.602031606821171,-0.779380639292097,1.38141224611327,1.90694255449143,"Bamboo"
"25","K01240_uridine nucleosidase [EC:3.2.2.3]","K01240","variable:Microbe_treatment",0.298019650645835,0.339468002372357,-0.943182554940843,"K01240","uridine nucleosidase [EC:3.2.2.3]","Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism",0.626154029507225,-0.811759327065273,1.4379133565725,1.98509621860183,"Bamboo"
"26","K01263_cytosol alanyl aminopeptidase [EC:3.4.11.14]","K01263","variable:Microbe_treatment",0.214727059752513,0.261460592380795,-0.517546727946343,"K01263","cytosol alanyl aminopeptidase [EC:3.4.11.14]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers",1.32635097168647,-1.35146249145577,2.67781346314224,3.70015519127854,"Bamboo"
"27","K01277_dipeptidyl-peptidase III [EC:3.4.14.4]","K01277","variable:Microbe_treatment",-0.0718021193678299,0.160373822430541,-0.232718801001512,"K01277","dipeptidyl-peptidase III [EC:3.4.14.4]","Brite Hierarchies; Protein families: metabolism; Peptidases",0.559984063379652,-0.647504217745294,1.20748828112495,1.66636683783796,"Bamboo"
"28","K01312_trypsin [EC:3.4.21.4]","K01312","variable:Microbe_treatment",1.03723638227555,0.251026118062168,-1.53621098794064,"K01312","trypsin [EC:3.4.21.4]","Environmental Information Processing; Signaling molecules and interaction; Neuroactive ligand-receptor interaction | Organismal Systems; Digestive system; Pancreatic secretion | Organismal Systems; Digestive system; Protein digestion and absorption | Human Diseases; Infectious diseases: Viral; Influenza A | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",0.53506777917175,-0.685611842979045,1.2206796221508,1.68461341082247,"Bamboo"
"29","K01336_cerevisin [EC:3.4.21.48]","K01336","variable:Microbe_treatment",0.456802826165102,0.466945274706244,-1.25532252566765,"K01336","cerevisin [EC:3.4.21.48]","Cellular Processes; Transport and catabolism; Autophagy - yeast | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts",0.887059373926992,-1.0883776471134,1.97543702104039,2.72861158640204,"Bamboo"
"30","K01406_serralysin [EC:3.4.24.40]","K01406","variable:Microbe_treatment",0.406203168270418,0.307397057102838,-0.448484057015102,"K01406","serralysin [EC:3.4.24.40]","Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: metabolism; Peptidases",0.554082824290001,-0.39311525497144,0.94719807926144,1.30632731220161,"Bamboo"
"31","K01456_peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52]","K01456","variable:Microbe_treatment",0.646894444250209,0.456944607678762,-1.34542831151421,"K01456","peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52]","Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum",0.722734109845069,-0.869417113487348,1.59215122333242,2.19844166144153,"Bamboo"
"32","K01499_methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]","K01499","variable:Microbe_treatment",0.345968342574417,0.225606793931627,-0.94753240138776,"K01499","methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]","Metabolism; Energy metabolism; Methane metabolism",0.565018275871016,-0.793283973396901,1.35830224926792,1.87497626362805,"Bamboo"
"33","K01571_oxaloacetate decarboxylase (Na+ extruding), alpha subunit [EC:7.2.4.2]","K01571","variable:Microbe_treatment",0.633225334350636,0.90704456219962,-1.63833374139559,"K01571","oxaloacetate decarboxylase (Na+ extruding), alpha subunit [EC:7.2.4.2]","Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters",0.660389909601722,-0.719930219197102,1.38032012879882,1.90543191215063,"Bamboo"
"34","K01781_mandelate racemase [EC:5.1.2.2]","K01781","variable:Microbe_treatment",0.377212034978596,0.532433687733155,-1.09949441912463,"K01781","mandelate racemase [EC:5.1.2.2]","Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation",0.497320698662607,-0.612588972903032,1.10990967156564,1.53139381139876,"Bamboo"
"35","K01942_biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]","K01942","variable:Microbe_treatment",0.0832576686899743,0.477751261190427,-0.948166413195035,"K01942","biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]","Metabolism; Metabolism of cofactors and vitamins; Biotin metabolism",0.720138480488624,-0.955204487283268,1.67534296777189,2.31351443786727,"Bamboo"
"36","K02080_galactosamine-6-phosphate isomerase [EC:5.3.1.-]","K02080","variable:Microbe_treatment",-0.0276681967691877,0.430278988362372,-0.669793806283535,"K02080","galactosamine-6-phosphate isomerase [EC:5.3.1.-]","Metabolism; Carbohydrate metabolism; Galactose metabolism",0.771452371695675,-0.933674844599743,1.70512721629542,2.35471271053782,"Bamboo"
"37","K02228_precorrin-6A synthase [EC:2.1.1.152]","K02228","variable:Microbe_treatment",0.178252729904215,0.14816020763834,-0.388559013634824,"K02228","precorrin-6A synthase [EC:2.1.1.152]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism",0.717657466815144,-0.755389993175984,1.47304745999113,2.03369453631775,"Bamboo"
"38","K02229_precorrin-3B synthase [EC:1.14.13.83]","K02229","variable:Microbe_treatment",0.171388047416474,0.0919634232684934,-0.300822761499963,"K02229","precorrin-3B synthase [EC:1.14.13.83]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism",0.811982796795985,-0.834733814355844,1.64671661115183,2.27391778849516,"Bamboo"
"39","K02294_beta-carotene hydroxylase [EC:1.14.13.-]","K02294","variable:Microbe_treatment",0.71520671356985,0.598895685872015,-1.5339564394135,"K02294","beta-carotene hydroxylase [EC:1.14.13.-]","Metabolism; Metabolism of terpenoids and polyketides; Carotenoid biosynthesis",1.04925692372509,-1.18274320122474,2.23200012494983,3.08349570253863,"Bamboo"
"40","K02486_two-component system, sensor kinase [EC:2.7.13.3]","K02486","variable:Microbe_treatment",0.354412699215837,0.459492681220285,-0.67443042485009,"K02486","two-component system, sensor kinase [EC:2.7.13.3]","Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system",0.587978353786697,-0.503294930966674,1.09127328475337,1.50561552309045,"Bamboo"
"41","K02490_two-component system, response regulator, stage 0 sporulation protein F","K02490","variable:Microbe_treatment",0.292302363823735,0.389134941345297,-0.787741888883446,"K02490","two-component system, response regulator, stage 0 sporulation protein F","Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system",0.61429860568849,-0.678842350997958,1.29314095668645,1.78484363203869,"Bamboo"
"42","K02636_cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]","K02636","variable:Microbe_treatment",-1.080690701841,0.155713147877507,0.72224353159566,"K02636","cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]","Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins",0.690626709719547,-0.813718420801605,1.50434513052115,2.0769862098824,"Bamboo"
"43","K03290_MFS transporter, SHS family, sialic acid transporter","K03290","variable:Microbe_treatment",0.376173891215185,0.468463815649703,-0.926128026301662,"K03290","MFS transporter, SHS family, sialic acid transporter","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters",0.599226912929271,-0.648704463559114,1.24793137648839,1.72230867800586,"Bamboo"
"44","K03301_ATP:ADP antiporter, AAA family","K03301","variable:Microbe_treatment",-0.361560218154701,0.264283627357042,-0.0916663130281239,"K03301","ATP:ADP antiporter, AAA family","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Transport",0.903105096065736,-1.01782341052078,1.92092850658651,2.6532141279245,"Bamboo"
"45","K03403_magnesium chelatase subunit H [EC:6.6.1.1]","K03403","variable:Microbe_treatment",0.372127335776141,0.402473459662521,-1.12328627362168,"K03403","magnesium chelatase subunit H [EC:6.6.1.1]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism",0.748407982307416,-0.960115379209653,1.70852336151707,2.35941033843869,"Bamboo"
"46","K03857_phosphatidylinositol glycan, class A [EC:2.4.1.198]","K03857","variable:Microbe_treatment",0.878345531372021,0.850473144162971,-1.94654124636186,"K03857","phosphatidylinositol glycan, class A [EC:2.4.1.198]","Metabolism; Glycan biosynthesis and metabolism; Glycosylphosphatidylinositol (GPI)-anchor biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",1.10499669921863,-1.23718883683448,2.34218553605311,3.23590675321075,"Bamboo"
"47","K03871_von Hippel-Lindau disease tumor supressor","K03871","variable:Microbe_treatment",0.349522206239788,0.620006558553607,-1.2958472740116,"K03871","von Hippel-Lindau disease tumor supressor","Genetic Information Processing; Folding, sorting and degradation; Ubiquitin mediated proteolysis | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Organismal Systems; Aging; Longevity regulating pathway - worm | Human Diseases; Cancers: Overview; Pathways in cancer | Human Diseases; Cancers: Specific types; Renal cell carcinoma | Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system",0.924282306519618,-1.12240940520924,2.04669171172886,2.82717274948529,"Bamboo"
"48","K03889_ubiquinol-cytochrome c reductase cytochrome c subunit","K03889","variable:Microbe_treatment",-0.678900250281735,0.100809742382745,0.334693864258421,"K03889","ubiquinol-cytochrome c reductase cytochrome c subunit","Metabolism; Energy metabolism; Oxidative phosphorylation",0.698712637138136,-0.846493009605612,1.54520564674375,2.13350543639464,"Bamboo"
"49","K03927_carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]","K03927","variable:Microbe_treatment",1.08445502903482,0.871714787464366,-2.14555097299102,"K03927","carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]","Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - other enzymes",1.17510619549324,-1.29009059883619,2.46519679432943,3.4060588171788,"Bamboo"
"50","K03941_NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2 1.6.99.3]","K03941","variable:Microbe_treatment",-0.458908436436473,0.255583140050583,-0.12826288514526,"K03941","NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2 1.6.99.3]","Metabolism; Energy metabolism; Oxidative phosphorylation | Organismal Systems; Nervous system; Retrograde endocannabinoid signaling | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Parkinson disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD)",0.456852575974708,-0.658179201681387,1.11503177765609,1.53847882894404,"Bamboo"
"51","K04038_light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7]","K04038","variable:Microbe_treatment",0.135063805960242,0.29082031597492,-0.832818481977485,"K04038","light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism",0.597932543030279,-0.84500625118574,1.44293879421602,1.99204752207901,"Bamboo"
"52","K04039_light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7]","K04039","variable:Microbe_treatment",0.345760956994567,0.187886664821704,-0.924094960841775,"K04039","light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism",0.686840855801924,-0.923904326879742,1.61074518268167,2.22416126308569,"Bamboo"
"53","K04040_chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]","K04040","variable:Microbe_treatment",0.384412720214917,0.0916687542723878,-0.867643263480621,"K04040","chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism | Brite Hierarchies; Protein families: metabolism; Prenyltransferases",0.500771150919799,-0.738511269912216,1.23928242083202,1.71034523923838,"Bamboo"
"54","K04712_sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]","K04712","variable:Microbe_treatment",0.274815655179814,0.272669168974201,-0.734737836894087,"K04712","sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]","Metabolism; Lipid metabolism; Sphingolipid metabolism | Environmental Information Processing; Signal transduction; Sphingolipid signaling pathway | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins",0.567016097613171,-0.680708380113375,1.24772447772655,1.72202249077509,"Bamboo"
"55","K04788_mycobactin phenyloxazoline synthetase","K04788","variable:Microbe_treatment",1.02320193303618,1.16169531648021,-2.17894015313433,"K04788","mycobactin phenyloxazoline synthetase","Metabolism; Metabolism of terpenoids and polyketides; Biosynthesis of siderophore group nonribosomal peptides | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins",0.618023551954277,-0.614406649481842,1.23243020143612,1.70086708830073,"Bamboo"
"56","K05277_anthocyanidin synthase [EC:1.14.20.4]","K05277","variable:Microbe_treatment",0.344981350542638,0.0464795495990083,-0.796013402306935,"K05277","anthocyanidin synthase [EC:1.14.20.4]","Metabolism; Biosynthesis of other secondary metabolites; Flavonoid biosynthesis",0.40549548831781,-0.651123030910066,1.05661851922788,1.45768023681571,"Bamboo"
"57","K05296_3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51]","K05296","variable:Microbe_treatment",0.460541725093455,0.562822325278739,-1.06019312135769,"K05296","3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51]","Metabolism; Lipid metabolism; Steroid hormone biosynthesis | Metabolism; Xenobiotics biodegradation and metabolism; Steroid degradation",0.924872918460324,-0.947234006708956,1.87210692516928,2.58568296890109,"Bamboo"
"58","K05303_O-methyltransferase [EC:2.1.1.-]","K05303","variable:Microbe_treatment",-0.0873632729212154,0.119104581688272,-0.226337201222503,"K05303","O-methyltransferase [EC:2.1.1.-]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers",0.606985491779694,-0.725136067061143,1.33212155884084,1.83876251722225,"Bamboo"
"59","K05535_alpha 1,2-mannosyltransferase [EC:2.4.1.-]","K05535","variable:Microbe_treatment",0.516544016515841,0.335870929239571,-1.19238256944676,"K05535","alpha 1,2-mannosyltransferase [EC:2.4.1.-]","Metabolism; Glycan biosynthesis and metabolism; Various types of N-glycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",0.827449909449297,-1.03386418577014,1.86131409521944,2.57075407281666,"Bamboo"
"60","K05546_mannosyl-oligosaccharide alpha-1,3-glucosidase [EC:3.2.1.207]","K05546","variable:Microbe_treatment",-0.139291256280413,0.165146724126509,-0.434281827941018,"K05546","mannosyl-oligosaccharide alpha-1,3-glucosidase [EC:3.2.1.207]","Metabolism; Glycan biosynthesis and metabolism; N-Glycan biosynthesis | Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum",0.358673378927402,-0.606652967789338,0.965326346716739,1.33140275787143,"Bamboo"
"61","K05557_MFS transporter, DHA2 family, integral membrane protein","K05557","variable:Microbe_treatment",-0.253332017518739,0.0937128657895063,-0.228790570771652,"K05557","MFS transporter, DHA2 family, integral membrane protein","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters",0.431604077226398,-0.667430391848605,1.099034469075,1.51635097567965,"Bamboo"
"62","K05797_4-cresol dehydrogenase (hydroxylating) flavoprotein subunit [EC:1.17.9.1]","K05797","variable:Microbe_treatment",0.574315553974947,0.806511406087388,-1.31570777281048,"K05797","4-cresol dehydrogenase (hydroxylating) flavoprotein subunit [EC:1.17.9.1]","Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation",1.319525259379,-1.2799875829225,2.59951284230149,3.59184793198602,"Bamboo"
"63","K05818_IclR family transcriptional regulator, mhp operon transcriptional activator","K05818","variable:Microbe_treatment",0.36956469197287,0.599582085671038,-0.947413137523421,"K05818","IclR family transcriptional regulator, mhp operon transcriptional activator","Brite Hierarchies; Protein families: genetic information processing; Transcription factors",0.676564273198908,-0.66336850605915,1.33993277925806,1.84956718091502,"Bamboo"
